CSS,"CSS Industries, Inc.",27.6,250507039.2,n/a,n/a,Consumer Services,Consumer: Greeting Cards,http://www.nasdaq.com/symbol/css
CST,"CST Brands, Inc.",37.29,2822497701,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cst
CTS,CTS Corporation,17.58,575896943.9,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/cts
CUBE,CubeSmart,31.16,5531612629,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cube
CUBE^A,CubeSmart,26.0397,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cube^a
CUB,Cubic Corporation,40.23,1085272561,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",63.71,3949459862,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfr
CFR^A,"Cullen/Frost Bankers, Inc.",25.7505,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfr^a
CFI,"Culp, Inc.",27.05,331375727.5,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/cfi
CMI,Cummins Inc.,108.21,18434605066,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cmi
CW,Curtiss-Wright Corporation,81.39,3623091640,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),9.5699,920308.5733,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/srf
SZC,Cushing Renaissance Fund (The),15.28,92507992.64,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/szc
CUBI,"Customers Bancorp, Inc",26.18,708031555,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",26.35,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",25.7556,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^d
CUBI^E,"Customers Bancorp, Inc",25.35,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^e
CUBS,"Customers Bancorp, Inc",26.84,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubs
CSI,Cutwater Select Income Fund,19.31,206783008.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csi
CVT,"CVENT, INC.",35.75,1508556693,n/a,1987,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvt
CVI,CVR Energy Inc.,20.86,1811295703,n/a,2007,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",8.88,1005952800,n/a,2011,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/uan
CVRR,"CVR Refining, LP",10.78,1591128000,n/a,2013,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvrr
CVS,CVS Health Corporation,99.46,1.06822E+11,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cvs
CELP,"Cypress Energy Partners, L.P.",8.1201,96150648.15,n/a,2014,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/celp
CYS,"CYS Investments, Inc.",8.11,1229123734,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cys
CYS^A,"CYS Investments, Inc.",24.5744,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^a
CYS^B,"CYS Investments, Inc.",23.8192,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^b
DHI,"D.R. Horton, Inc.",29.71,11020193634,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/dhi
CB,D/B/A Chubb Limited New,125.75,58408169992,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cb
DAN,Dana Holding Corporation,11.38,1682927465,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dan
DHR,Danaher Corporation,98.75,68008675786,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dhr
DAC,Danaos Corporation,3.47,380942651.7,n/a,2006,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,24.3,253533150.9,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",66.15,8382905650,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,14.91,2453700918,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dar
DVA,DaVita healthCare Partners Inc.,77.37,15976905000,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva
DPM,"DCP Midstream Partners, LP",34.48,3956336847,n/a,2005,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dpm
DCT,DCT Industrial Trust Inc,42.11,3787157797,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dct
DDR,DDR Corp.,16.98,6204753152,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ddr
DDR^J,DDR Corp.,26.22,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^j
DDR^K,DDR Corp.,26.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^k
DF,Dean Foods Company,18.02,1653627591,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/df
DECK,Deckers Outdoor Corporation,50.26,1629895060,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck
DE,Deere & Company,77.74,24513425671,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/de
DEX,Delaware Enhanced Global Dividend,9.37,148642072.6,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/dex
DDF,"Delaware Investments Dividend & Income Fund, Inc.",9.48,85008013.2,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/ddf
DKL,"Delek Logistics Partners, L.P.",26.19,635809103.9,n/a,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",13.49,833731872.5,n/a,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/dk
DLPH,Delphi Automotive plc,66.76,18223947591,n/a,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",43.1,33255160064,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/dal
DEL,Deltic Timber Corporation,61.72,749484476,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/del
DLX,Deluxe Corporation,63.36,3099253956,n/a,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/dlx
DMD,Demand Media Inc.,5.28,107596917.1,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/dmd
DWRE,"DEMANDWARE, INC.",42.91,1631512692,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/dwre
DNR,Denbury Resources Inc.,4.03,1412893643,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dnr
DKT,Deutsch Bk Contingent Cap Tr V,26.69,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dkt
DB,Deutsche Bank AG,16.91,23115970000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/db
DTK,Deutsche Bank AG,25.89,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dtk
DXB,Deutsche Bank AG,25,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dxb
DVN,Devon Energy Corporation,34.25,17947000000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dvn
DV,DeVry Education Group Inc.,19.33,1212976830,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dv
DHX,"DHI Group, Inc.",6.8,352594239.2,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",5.35,499508426.4,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dht
DEO,Diageo plc,106.61,73410186402,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/deo
DO,"Diamond Offshore Drilling, Inc.",24.18,3316762451,n/a,1995,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/do
DRII,"Diamond Resorts International, Inc.",20.96,1461323214,n/a,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/drii
DRH,Diamondrock Hospitality Company,8.46,1699140790,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/drh
DSX,Diana Shipping inc.,2.34,193157679.8,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,15.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsx^b
DSXN,Diana Shipping inc.,21.6377,0,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsxn
DKS,Dick&#39;s Sporting Goods Inc,43.48,4996863475,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dks
DBD,"Diebold, Incorporated",23.88,1555699853,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/dbd
DLR,"Digital Realty Trust, Inc.",93.75,13764731438,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr
DLR^E,"Digital Realty Trust, Inc.",25.67,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^e
DLR^F,"Digital Realty Trust, Inc.",26.265,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^f
DLR^G,"Digital Realty Trust, Inc.",25.58,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^g
DLR^H,"Digital Realty Trust, Inc.",28.1032,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^h
DLR^I,"Digital Realty Trust, Inc.",26.52,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^i
DGI,"DigitalGlobe, Inc",21.79,1371882188,n/a,2009,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dgi
DDS,"Dillard&#39;s, Inc.",58.67,2107449281,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",26.4481,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/ddt
DIN,"DineEquity, Inc",80.95,1490393602,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din
DPLO,"Diplomat Pharmacy, Inc.",30.22,1993833462,n/a,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,54.93,22643536333,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfs
DFS^B,Discover Financial Services,26.39,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfs^b
DRA,Diversified Real Asset Income Fund,16.14,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dra
DNI,Dividend and Income Fund,10.97,94447816.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dni
DLB,Dolby Laboratories,44.97,4508881928,n/a,2005,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,81.62,23381589333,n/a,2009,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dg
DDC,Dominion Diamond Corporation,10.17,867866906.4,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ddc
DM,"Dominion Midstream Partners, LP",28.86,2242282318,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dm
D,"Dominion Resources, Inc.",70.98,43739175289,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/d
DCUB,"Dominion Resources, Inc.",55.3199,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcub
DCUC,"Dominion Resources, Inc.",49.45,30471995182,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcuc
DPZ,Domino&#39;s Pizza Inc,123.06,6171938688,n/a,2004,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,38,2470041952,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",32.27,4290003876,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/dci
LPG,Dorian LPG Ltd.,8.72,499003412.6,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,17.88,1812135157,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,25.95,381936355.8,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",20.09,452057947.6,n/a,2010,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",32.47,4799180294,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei
DOV,Dover Corporation,64.65,10030366364,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dov
DDE,Dover Downs Gaming & Entertainment Inc,1.05,34665345.75,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dde
DVD,"Dover Motorsports, Inc.",2.23,82153530.04,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dvd
DOW,Dow Chemical Company (The),51.36,57668442023,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dow
DPS,"Dr Pepper Snapple Group, Inc",91.21,16947913979,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps
RDY,Dr. Reddy&#39;s Laboratories Ltd,44.78,7639810701,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,5.45,231476869,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/drd
DW,Drew Industries Incorporated,74.42,1823661058,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dw
DHF,Dreyfus High Yield Strategies Fund,3.23,234490073.6,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/dhf
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",13.37,245767086,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dmb
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",8.55,528812361.5,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/dsm
LEO,"Dreyfus Strategic Municipals, Inc.",8.95,553552121.1,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/leo
DRQ,"Dril-Quip, Inc.",60.43,2293744652,n/a,1997,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/drq
DST,"DST Systems, Inc.",120.07,3984471200,n/a,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst
DSW,DSW Inc.,21.36,1749769997,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dsw
DTE,DTE Energy Company,88.69,15914125981,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dte
DTQ,DTE Energy Company,25.3,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtq
DTZ,DTE Energy Company,25.73,0,n/a,2011,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtz
DCO,Ducommun Incorporated,17.31,192968487.2,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/dco
DPG,Duff & Phelps Global Utility Income Fund Inc.,16.15,612566366.9,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/dpg
DSE,Duff & Phelps Select Energy MLP Fund Inc.,7.61,0,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",10.17,2790675347,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",16.15,137582011.5,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.51,261474435.3,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,77,53045589982,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/duk
DUKH,Duke Energy Corporation,26.49,0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,23.15,8008618717,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dre
DNB,Dun & Bradstreet Corporation (The),120.24,4359706048,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dnb
DFT,"Dupont Fabros Technology, Inc.",41.71,3104120139,n/a,2007,Finance,Real Estate,http://www.nasdaq.com/symbol/dft
DFT^A.CL,"Dupont Fabros Technology, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^a.cl
DFT^B,"Dupont Fabros Technology, Inc.",25.44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^b
DFT^C,"Dupont Fabros Technology, Inc.",25.5231,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^c
DHG,"DWS High Income Opportunities Fund, Inc.",13.46,204341226.7,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/dhg
DY,"Dycom Industries, Inc.",71.97,2367454805,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,13.9,493311000,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,22.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlng^a
DYN,Dynegy Inc.,18.74,2197801039,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dyn
DYN.WS,Dynegy Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn.ws
DYN^A,Dynegy Inc.,68.8699,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn^a
DX,"Dynex Capital, Inc.",6.5,319137377,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",24.734,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",23.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^b
DD,E.I. du Pont de Nemours and Company,65.75,57433414000,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd
DD^A,E.I. du Pont de Nemours and Company,86.25,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^a
DD^B,E.I. du Pont de Nemours and Company,103.3199,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^b
SSP,E.W. Scripps Company (The),15.6,1310700113,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ssp
EGIF,Eagle Growth and Income Opportunities Fund,16.13,0,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,75.69,3732257324,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,16.1701,0,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,25.8,0,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/ecca
ECCZ,Eagle Point Credit Company Inc.,25.481,0,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/eccz
DEA,"Easterly Government Properties, Inc.",18.1,437447659.9,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",62.47,2025870678,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,73.28,10833468613,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,11.75,496087068,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kodk
KODK.WS,Eastman Kodak Company,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws
KODK.WS.A,Eastman Kodak Company,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws.a
ETN,"Eaton Corporation, PLC",59.8,27388400000,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,14.81,4465185528,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,10.37,1103811162,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,35.25,4059594732,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,12.84,502981949.2,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,12.74,608514927,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,13.15,544056396.5,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/eft
EFF,Eaton vance Floating-Rate Income Plus Fund,14.8599,113030670.3,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/eff
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,19.77,218099555.9,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,22.45,344121075.9,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,14.39,336795748.3,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.64,641363091.2,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,12.96,482660026.6,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,5.87,222276983.1,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,13.4299,253645095.6,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,19.89,1448706051,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,20.73,300984197.6,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/eto
EXD,Eaton Vance Tax-Advantaged Bond,12.09,127628713.7,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/exd
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,14.3,1091093060,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.54,407786174.3,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/etb
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,10.35,1546747677,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.67,2613640947,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,1.75,30808750,n/a,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ect
ECR,Eclipse Resources Corporation,2.52,561814439.8,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ecr
ECL,Ecolab Inc.,116.72,34234585629,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ecl
DANG,E-Commerce China Dangdang Inc.,5.7,469035227.4,n/a,2010,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dang
EC,Ecopetrol S.A.,9.19,399400570.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ec
EIX,Edison International,70.05,22823074980,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix
EDR,Education Realty Trust Inc.,42.1,2781467221,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/edr
EW,Edwards Lifesciences Corporation,99.11,20987805161,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ew
EHIC,eHi Car Services Limited,9.84,674696387,n/a,2014,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/ehic
EJ,E-House (China) Holdings Limited,6.44,958421176.2,n/a,2007,Finance,Real Estate,http://www.nasdaq.com/symbol/ej
EP^C,El Paso Corporation,48.97,0,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,42.96,1739206387,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee
EGO,Eldorado Gold Corporation,4.51,3231807974,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ego
LLY,Eli Lilly and Company,74.81,82578046120,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lly
ELLI,"Ellie Mae, Inc.",80.98,2428531975,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli
EFC,Ellington Financial LLC,17.7,581027757.9,n/a,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/efc
EARN,Ellington Residential Mortgage REIT,12.88,117429317,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/earn
AKO.A,Embotelladora Andina S.A.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.b
ERJ,Embraer-Empresa Brasileira de Aeronautica,21.48,3957428502,n/a,2000,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/erj
EMC,EMC Corporation,27.81,54318400310,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/emc
EME,"EMCOR Group, Inc.",45.77,2778267652,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/eme
EMES,Emerge Energy Services LP,3.96,95520039.12,n/a,2013,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/emes
